Tenant,ANP,VRF,BridgeDomain,EPG,Pod,Node,IPG,IP,MAC,VLAN
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_2,172.29.31.112,00:50:56:83:3E:03,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_2,172.29.31.71,00:50:56:9C:59:BA,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_1,172.29.31.134,00:50:56:83:40:9D,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_1,172.29.31.182,00:50:56:83:60:F4,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_1,172.29.31.90,00:50:56:83:2D:C7,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_1,172.29.31.80,00:50:56:9C:27:24,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_2,172.29.31.196,00:50:56:83:09:32,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_2,172.29.31.236,00:50:56:83:60:47,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_2,172.29.31.133,00:50:56:83:36:3F,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_2,172.29.31.49,00:50:56:A5:10:CF,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_2,172.29.31.136,00:50:56:83:05:01,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_2,172.29.31.181,00:50:56:83:6F:EC,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_2,172.29.31.98,00:50:56:83:75:00,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_2,172.29.31.77,00:50:56:9C:0E:D3,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_1,172.29.31.78,00:50:56:83:30:FF,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_1,172.29.31.79,00:50:56:9C:10:E6,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_1,172.29.31.226,00:50:56:83:21:80,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1305-1306,IPG_VPC_MDC2_BLD_PRD_F5,172.29.31.250,00:01:D7:E0:37:47,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1305-1306,IPG_VPC_MDC2_BLD_PRD_F5,172.29.31.110,00:01:D7:E0:37:47,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_2,172.29.31.124,00:50:56:83:00:A2,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_2,172.29.31.139,00:50:56:83:5F:12,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_2,172.29.31.58,00:50:56:AF:00:B2,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_2,172.29.31.129,00:50:56:83:0C:BD,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_2,172.29.31.105,00:50:56:AF:00:C9,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_1,172.29.31.83,00:50:56:9C:3F:3D,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_1,172.29.31.195,00:50:56:83:4B:90,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_1,172.29.31.162,00:50:56:83:21:51,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_2,172.29.31.138,00:50:56:83:4B:62,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_1,172.29.31.151,00:50:56:83:33:48,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_2,172.29.31.118,00:50:56:83:71:ED,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_1,172.29.31.135,00:50:56:83:39:70,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_1,172.29.31.193,00:50:56:83:7A:9E,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_2,172.29.31.183,00:50:56:83:25:83,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_1,172.29.31.97,00:50:56:83:6A:3A,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_2,172.29.31.147,00:50:56:83:4A:94,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_2,172.29.31.128,00:50:56:83:09:F8,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_2,172.29.31.113,00:50:56:9C:5B:D4,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_2,172.29.31.149,00:50:56:83:7C:00,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_1,172.29.31.111,00:50:56:9C:1B:BC,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_1,172.29.31.68,00:50:56:AF:00:1C,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_2,172.29.31.123,00:50:56:83:0C:09,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_1,172.29.31.59,00:50:56:AF:00:B3,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_2,172.29.31.127,00:50:56:83:3B:4B,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_1,172.29.31.153,00:50:56:83:7F:4A,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_1,172.29.31.104,00:50:56:AF:00:C8,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_1,172.29.31.197,00:50:56:83:02:7D,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_1,172.29.31.202,00:50:56:9C:76:22,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_1,172.29.31.96,00:50:56:83:6B:39,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_1,172.29.31.200,00:50:56:83:4C:18,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_2,172.29.31.108,00:50:56:9C:24:9C,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_1,172.29.31.21,00:50:56:83:62:B9,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_2,172.29.31.41,00:50:56:AF:00:10,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_2,172.29.31.60,00:50:56:9C:37:3E,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_2,172.29.31.74,00:50:56:9C:14:04,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_2,172.29.31.119,00:50:56:83:1B:C5,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_1,172.29.31.92,00:50:56:83:05:82,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_2,172.29.31.42,00:50:56:AF:00:19,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_1,172.29.31.131,00:50:56:83:6A:75,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_2,172.29.31.146,00:50:56:83:18:96,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_1,172.29.31.142,00:50:56:83:06:4A,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_1,172.29.31.244,00:50:56:83:31:F0,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_2,172.29.31.36,00:50:56:AF:00:76,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_2,172.29.31.150,00:50:56:83:2F:BA,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_1,172.29.31.130,00:50:56:83:6C:0D,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_1,172.29.31.203,00:50:56:83:1F:1E,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_1,172.29.31.38,00:50:56:AF:00:00,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_1,172.29.31.143,00:50:56:83:58:41,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_1,172.29.31.95,00:50:56:83:43:27,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_1,172.29.31.107,00:50:56:9C:02:4C,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_2,172.29.31.70,00:50:56:9C:76:5A,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_2,172.29.31.64,00:50:56:AF:00:FF,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_1,172.29.31.73,00:50:56:9C:63:8B,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_2,172.29.31.88,00:50:56:83:48:8F,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_2,172.29.31.43,00:50:56:AF:00:11,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC2_BLD_PRD,EPG_TRANSIT_MDC2_BLD_PRD,pod-1,protpaths-1303-1304,IPG_VPC_MDC_INTRA_BLD_SVR_2,172.29.31.156,00:50:56:83:28:A1,vlan-2909
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_FMIS_MGT,EPG_TRANSIT_MDC1_FMIS_MGT,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_FMIS_SW,172.26.11.39,00:21:28:C5:FB:9C,vlan-2607
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_FMIS_MGT,EPG_TRANSIT_MDC1_FMIS_MGT,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_FMIS_SW,172.26.11.84,00:80:E5:17:C2:56,vlan-2607
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_FMIS_MGT,EPG_TRANSIT_MDC1_FMIS_MGT,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_FMIS_SW,172.26.11.85,00:80:E5:18:BE:5E,vlan-2607
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_FMIS_MGT,EPG_TRANSIT_MDC1_FMIS_MGT,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_FMIS_SW,172.26.11.42,00:21:28:C6:99:7C,vlan-2607
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_FMIS_MGT,EPG_TRANSIT_MDC1_FMIS_MGT,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_FMIS_SW,172.26.11.75,00:21:28:C1:E2:1F,vlan-2607
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_FMIS_MGT,EPG_TRANSIT_MDC1_FMIS_MGT,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_FMIS_SW,172.26.11.45,B4:99:BA:AD:DC:27,vlan-2607
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_FMIS_MGT,EPG_TRANSIT_MDC1_FMIS_MGT,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_FMIS_SW,172.26.11.69,00:14:4F:7F:3E:43,vlan-2607
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_FMIS_MGT,EPG_TRANSIT_MDC1_FMIS_MGT,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_FMIS_SW,172.26.11.70,00:14:4F:7F:3E:43,vlan-2607
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_FMIS_MGT,EPG_TRANSIT_MDC1_FMIS_MGT,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_FMIS_SW,172.26.11.16,00:0B:5D:E0:A2:7C,vlan-2607
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_FMIS_MGT,EPG_TRANSIT_MDC1_FMIS_MGT,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_FMIS_SW,172.26.11.55,00:0B:5D:E0:A2:7C,vlan-2607
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_FMIS_MGT,EPG_TRANSIT_MDC1_FMIS_MGT,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_FMIS_SW,172.26.11.36,00:0B:5D:E0:A2:7C,vlan-2607
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_FMIS_MGT,EPG_TRANSIT_MDC1_FMIS_MGT,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_FMIS_SW,172.26.11.96,00:30:8C:1A:5F:A0,vlan-2607
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_FMIS_MGT,EPG_TRANSIT_MDC1_FMIS_MGT,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_FMIS_SW,172.26.11.83,00:80:E5:18:BC:B6,vlan-2607
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_FMIS_MGT,EPG_TRANSIT_MDC1_FMIS_MGT,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_FMIS_SW,172.26.11.81,00:80:E5:18:BF:10,vlan-2607
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_FMIS_MGT,EPG_TRANSIT_MDC1_FMIS_MGT,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_FMIS_SW,172.26.11.65,00:14:4F:7F:1F:B6,vlan-2607
BAAC_TRANSIT,ANP_TRANSIT,VRF_TRANSIT,BD_TRANSIT_MDC1_FMIS_MGT,EPG_TRANSIT_MDC1_FMIS_MGT,pod-1,protpaths-1205-1206,IPG_VPC_MDC1_FMIS_SW,172.26.11.67,00:14:4F:7F:1F:B6,vlan-2607
